"id","name","link","address","rating","reviews","price_min","price_max"
214,"Dar Bouchra","https://www.tripadvisor.com/Hotel_Review-g293736-d20051767-Reviews-Dar_Bouchra-Rabat_Rabat_Sale_Kenitra.html","Rue Sidi Bel Abbes 16, Rabat 11111 Morocco","0",0,NULL,NULL
215,"Dakar Guesthouse Chez Momo","https://www.tripadvisor.com/Hotel_Review-g293736-d13444330-Reviews-Dakar_Guesthouse_Chez_Momo-Rabat_Rabat_Sale_Kenitra.html","C Avenue du Grand Maghreb 12, Rabat 10040 Morocco","0",0,NULL,NULL
216,"Ibis Moussafir","https://www.tripadvisor.com/Hotel_Review-g293736-d25329523-Reviews-Ibis_Moussafir-Rabat_Rabat_Sale_Kenitra.html","Rabat Morocco","0",0,NULL,NULL
217,"Modern Riad For Females Only","https://www.tripadvisor.com/Hotel_Review-g293736-d15145711-Reviews-Modern_Riad_For_Females_Only-Rabat_Rabat_Sale_Kenitra.html","n10 Rue el Baoudi, Rabat 10000 Morocco","0",0,NULL,NULL
218,"Appart Hotel FCAI & SPA Rabat","https://www.tripadvisor.com/Hotel_Review-g293736-d26369455-Reviews-Appart_Hotel_FCAI_SPA_Rabat-Rabat_Rabat_Sale_Kenitra.html","440 Avenue Hassan II, Rabat 10000 Morocco","0",0,NULL,NULL
219,"Veranda","https://www.tripadvisor.com/Hotel_Review-g293736-d22856989-Reviews-Veranda-Rabat_Rabat_Sale_Kenitra.html","17 Avenue des Princesses Souissi, Rabat 10153 Morocco","0",0,NULL,NULL
220,"Le Centre","https://www.tripadvisor.com/Hotel_Review-g293736-d13886605-Reviews-Le_Centre-Rabat_Rabat_Sale_Kenitra.html","Rue Nouayel Marche centrale, Rabat 10000 Morocco","0",0,NULL,NULL
221,"Riad Dar El Anbar","https://www.tripadvisor.com/Hotel_Review-g293736-d25457163-Reviews-Riad_Dar_El_Anbar-Rabat_Rabat_Sale_Kenitra.html","24, Imp. El Kalkh Legza Medina-Hassan, Rabat Morocco","0",0,"24","28"
222,"Mogador Rooms","https://www.tripadvisor.com/Hotel_Review-g293736-d13314992-Reviews-Mogador_Rooms-Rabat_Rabat_Sale_Kenitra.html","10 Rue Australie Apt 5, Rabat 10000 Morocco","0",0,NULL,NULL
223,"Noure Riyad","https://www.tripadvisor.com/Hotel_Review-g293736-d16763025-Reviews-Noure_Riyad-Rabat_Rabat_Sale_Kenitra.html","Rue Melouiya No 10 - Appart 17, Rabat 10000 Morocco","0",0,NULL,NULL
224,"Private Room In Villa House In Rabat","https://www.tripadvisor.com/Hotel_Review-g293736-d17674392-Reviews-Private_Room_In_Villa_House_In_Rabat-Rabat_Rabat_Sale_Kenitra.html","Avenue Kamal Zebdi, Rabat 10100 Morocco","0",0,"37","53"
225,"Art Riad","https://www.tripadvisor.com/Hotel_Review-g293736-d23652337-Reviews-Art_Riad-Rabat_Rabat_Sale_Kenitra.html","16 Rue Acam, Rabat 10030 Morocco","0",0,NULL,NULL
226,"Nisso House","https://www.tripadvisor.com/Hotel_Review-g293736-d20056349-Reviews-Nisso_House-Rabat_Rabat_Sale_Kenitra.html","Rue Sidi Bel Abbes 16, Rabat 11111 Morocco","0",0,NULL,NULL
227,"Dollar's Hostel","https://www.tripadvisor.com/Hotel_Review-g293736-d13532507-Reviews-Dollar_s_Hostel-Rabat_Rabat_Sale_Kenitra.html","Rue al Mourabitine Appartement 7 Number 2, Rabat 10005 Morocco","0",0,NULL,NULL
228,"ElKaram","https://www.tripadvisor.com/Hotel_Review-g293736-d15323823-Reviews-ElKaram-Rabat_Rabat_Sale_Kenitra.html","Rue Gabes Apt. 11 4eme Etage, Rabat 10000 Morocco","0",0,NULL,NULL
229,"Services Alfassi Benjelloun","https://www.tripadvisor.com/Hotel_Review-g293736-d13602611-Reviews-Services_Alfassi_Benjelloun-Rabat_Rabat_Sale_Kenitra.html","84 DR Rjafellah Bloc TC Cym, Rabat 11000 Morocco","0",0,NULL,NULL
230,"Riad Les Cinq Sens","https://www.tripadvisor.com/Hotel_Review-g293736-d20395832-Reviews-Riad_Les_Cinq_Sens-Rabat_Rabat_Sale_Kenitra.html","Rue Benassila 5 Medina, Rabat Morocco","0",0,NULL,NULL
231,"Mandarina Room","https://www.tripadvisor.com/Hotel_Review-g293736-d12847767-Reviews-Mandarina_Room-Rabat_Rabat_Sale_Kenitra.html","Rue Senegal, Rabat 10000 Morocco","0",0,NULL,NULL
232,"Hay Riad Apartments","https://www.tripadvisor.com/Hotel_Review-g293736-d15232917-Reviews-Hay_Riad_Apartments-Rabat_Rabat_Sale_Kenitra.html","Avenue Al Araar, Rue Pivoine Hay Riad, Rabat 10100 Morocco","0",0,"154","247"
233,"Stay In Peace","https://www.tripadvisor.com/Hotel_Review-g293736-d13928027-Reviews-Stay_In_Peace-Rabat_Rabat_Sale_Kenitra.html","Avenue Tour Hassan 2nd Floor, 04 Building, Rabat 10005 Morocco","0",0,NULL,NULL
234,"Dar Soufiane","https://www.tripadvisor.com/Hotel_Review-g293736-d19984133-Reviews-Dar_Soufiane-Rabat_Rabat_Sale_Kenitra.html","Avenue Mouhamed 5 Rue Sahraoui N3, Rabat 10000 Morocco","0",0,NULL,NULL
235,"Hotel du Peuple","https://www.tripadvisor.com/Hotel_Review-g293736-d13980448-Reviews-Hotel_du_Peuple-Rabat_Rabat_Sale_Kenitra.html","1 Rue Nouayel, Rabat 10000 Morocco","0",0,NULL,NULL
236,"Dar Loubna","https://www.tripadvisor.com/Hotel_Review-g293736-d12824572-Reviews-Dar_Loubna-Rabat_Rabat_Sale_Kenitra.html","Avenue Laalou Num 68, Rabat 10000 Morocco","0",0,NULL,NULL
237,"Green Plaza Rabat Lake Bay","https://www.tripadvisor.com/Hotel_Review-g293736-d28029450-Reviews-Green_Plaza_Rabat_Lake_Bay-Rabat_Rabat_Sale_Kenitra.html","P4008 Région Shool Park Green Plaza, Rabat 10000 Morocco","0",0,"48","65"
238,"Rabat Surf Camp","https://www.tripadvisor.com/Hotel_Review-g293736-d23226451-Reviews-Rabat_Surf_Camp-Rabat_Rabat_Sale_Kenitra.html","Rue Tabariya Avenue Allal Ben Abdellah Batiment Num 5, Appartement Num 1, Rabat 10000 Morocco","0",0,NULL,NULL
239,"Riad Oceanique","https://www.tripadvisor.com/Hotel_Review-g293736-d25743479-Reviews-Riad_Oceanique-Rabat_Rabat_Sale_Kenitra.html","11, Rue Canada 186 186027 Appt 1 143 Océan-Hassan, Rabat 10000 Morocco","0",0,NULL,NULL
240,"Vacation House","https://www.tripadvisor.com/Hotel_Review-g293736-d14911008-Reviews-Vacation_House-Rabat_Rabat_Sale_Kenitra.html","Rue Senegal, Rabat 14000 Morocco","0",0,NULL,NULL
241,"Villa Amina","https://www.tripadvisor.com/Hotel_Review-g293736-d15809937-Reviews-Villa_Amina-Rabat_Rabat_Sale_Kenitra.html","2 Cadi Mohammed Achour, Rabat 10000 Morocco","0",0,NULL,NULL
242,"Hotel Asiah","https://www.tripadvisor.com/Hotel_Review-g293736-d303077-Reviews-Hotel_Asiah-Rabat_Rabat_Sale_Kenitra.html","Place Sidi Makhlouf, Rabat 11100 Morocco","0",0,NULL,NULL
243,"Apartments Medina","https://www.tripadvisor.com/Hotel_Review-g293736-d16806950-Reviews-Apartments_Medina-Rabat_Rabat_Sale_Kenitra.html","Rue Frej Number 9 , Boukroune, Rabat 10000 Morocco","0",0,NULL,NULL
244,"Domotica","https://www.tripadvisor.com/Hotel_Review-g293736-d26789378-Reviews-Domotica-Rabat_Rabat_Sale_Kenitra.html","1388 Rue Aboubaker Chafii Elmenzeh, Rabat 10150 Morocco","0",0,NULL,NULL
245,"Dar Aicha","https://www.tripadvisor.com/Hotel_Review-g293736-d20881892-Reviews-Dar_Aicha-Rabat_Rabat_Sale_Kenitra.html","29 Rue Sidi Bourzouk Avenue Mohamed 5, Rabat 10000 Morocco","0",0,NULL,NULL
246,"Simo House","https://www.tripadvisor.com/Hotel_Review-g293736-d21286225-Reviews-Simo_House-Rabat_Rabat_Sale_Kenitra.html","10 Bis Avenue du Liban, Rabat Morocco","0",0,NULL,NULL
247,"Gite Maison De Vacances","https://www.tripadvisor.com/Hotel_Review-g293736-d23873690-Reviews-Gite_Maison_De_Vacances-Rabat_Rabat_Sale_Kenitra.html","Avenue Azilal Dr Taghia zaouïa Ahansal, Rabat 27000 Morocco","0",0,NULL,NULL
248,"Dar El Yacout","https://www.tripadvisor.com/Hotel_Review-g293736-d27989437-Reviews-Dar_El_Yacout-Rabat_Rabat_Sale_Kenitra.html","Rabat 10030 Morocco","0",0,"26","41"
249,"Villa Diyafa","https://www.tripadvisor.com/Hotel_Review-g293736-d23616660-Reviews-Villa_Diyafa-Rabat_Rabat_Sale_Kenitra.html","Rue Bani Yadder et Rue Jebala, Rabat 10220 Morocco","0",0,"239","341"
250,"Private Apartments Prestigia Hay Riad","https://www.tripadvisor.com/Hotel_Review-g293736-d22826861-Reviews-Private_Apartments_Prestigia_Hay_Riad-Rabat_Rabat_Sale_Kenitra.html","Avenue Abderrahim Bouabid, Rabat Morocco","0",0,"135","200"
251,"Dar Oudayas","https://www.tripadvisor.com/Hotel_Review-g293736-d17670795-Reviews-Dar_Oudayas-Rabat_Rabat_Sale_Kenitra.html","Rue Oulad Mtaa Oudayas Rabat Numero 3, Rabat 10010 Morocco","0",0,NULL,NULL
252,"Residence Davos Rabat","https://www.tripadvisor.com/Hotel_Review-g293736-d15853585-Reviews-Residence_Davos_Rabat-Rabat_Rabat_Sale_Kenitra.html","77 Avenue Okba Agdal, Rabat 10000 Morocco","0",0,"89","93"
253,"Kaan Casablanca.","https://www.tripadvisor.com/Hotel_Review-g293732-d305589-Reviews-Kaan_Casablanca-Casablanca_Casablanca_Settat.html","Moulay Hassan 1Er, Casablanca 20000 Morocco","5",10,"87","132"
254,"Casablanca Marriott Hotel","https://www.tripadvisor.com/Hotel_Review-g293732-d25180241-Reviews-Casablanca_Marriott_Hotel-Casablanca_Casablanca_Settat.html","100 Avenue des FAR, Casablanca 20000 Morocco","4.5",242,"153","180"
255,"Sofitel Casablanca Tour Blanche","https://www.tripadvisor.com/Hotel_Review-g293732-d2542825-Reviews-Sofitel_Casablanca_Tour_Blanche-Casablanca_Casablanca_Settat.html","Rue Sidi Belyout, Casablanca 20000 Morocco","4.5",3100,"159","210"
256,"Barceló Anfa Casablanca","https://www.tripadvisor.com/Hotel_Review-g293732-d15515018-Reviews-Barcelo_Anfa_Casablanca-Casablanca_Casablanca_Settat.html","44 Boulevard d’Anfa, Casablanca 20000 Morocco","4.5",732,"147","180"
257,"Movenpick Hotel Casablanca","https://www.tripadvisor.com/Hotel_Review-g293732-d299161-Reviews-Movenpick_Hotel_Casablanca-Casablanca_Casablanca_Settat.html","Rond Point Hassan II, Casablanca 20070 Morocco","4",3032,"116","141"
258,"Lhostel à Casablanca","https://www.tripadvisor.com/Hotel_Review-g293732-d14176634-Reviews-Lhostel_a_Casablanca-Casablanca_Casablanca_Settat.html","6 Rue d'Aix. Quartier Oasis, Casablanca 20410 Morocco","4.5",36,"28","68"
259,"Barceló Casablanca","https://www.tripadvisor.com/Hotel_Review-g293732-d601764-Reviews-Barcelo_Casablanca-Casablanca_Casablanca_Settat.html","139 Boulevard d' Anfa, Casablanca 20000 Morocco","4",828,"67","87"
260,"Radisson Blu Hotel, Casablanca City Center","https://www.tripadvisor.com/Hotel_Review-g293732-d19267015-Reviews-Radisson_Blu_Hotel_Casablanca_City_Center-Casablanca_Casablanca_Settat.html","2, Boulevard Mohamed Diouri, Casablanca 20300 Morocco","4",298,"129","184"
261,"Royal Mansour Casablanca","https://www.tripadvisor.com/Hotel_Review-g293732-d302633-Reviews-Royal_Mansour_Casablanca-Casablanca_Casablanca_Settat.html","27 Avenue des Forces Armées Royales, Casablanca 20 250 Morocco","5",27,"551","672"
262,"Hotel Kenzi Basma","https://www.tripadvisor.com/Hotel_Review-g293732-d304343-Reviews-Hotel_Kenzi_Basma-Casablanca_Casablanca_Settat.html","Avenue Moulay Hassan 1er, Casablanca 22000 Morocco","4",827,"61","82"
263,"Hôtel Le Doge","https://www.tripadvisor.com/Hotel_Review-g293732-d1776431-Reviews-Hotel_Le_Doge-Casablanca_Casablanca_Settat.html","9 Rue Du Docteur Veyre, Casablanca 20070 Morocco","4.5",660,"215","261"
265,"Onomo Hotel Casablanca Sidi Maarouf","https://www.tripadvisor.com/Hotel_Review-g293732-d15889819-Reviews-Onomo_Hotel_Casablanca_Sidi_Maarouf-Casablanca_Casablanca_Settat.html","Boulevard 60 Sidi Maârouf, Casablanca 20270 Morocco","4.5",100,"54","66"
266,"Ibis Casablanca","https://www.tripadvisor.com/Hotel_Review-g293732-d6467850-Reviews-Ibis_Casablanca-Casablanca_Casablanca_Settat.html","Parcelle F Zone Nearshore Sidi Maarouf, Casablanca 20190 Morocco","4.5",622,"49","60"
267,"Onomo Hotel Casablanca City Center","https://www.tripadvisor.com/Hotel_Review-g293732-d15327294-Reviews-Onomo_Hotel_Casablanca_City_Center-Casablanca_Casablanca_Settat.html","Croisement avenue Massira et Normandie, Casablanca 20000 Morocco","4",236,"83","120"
268,"Imperial Casablanca Hotel & Spa","https://www.tripadvisor.com/Hotel_Review-g293732-d5539181-Reviews-Imperial_Casablanca_Hotel_Spa-Casablanca_Casablanca_Settat.html","291 Boulevard Mohamed V Angle Rue Azilal, Rond-Point Shell, Casablanca 20110 Morocco","3",336,"36","47"
269,"Ibis Casablanca Abdelmoumen Hotel","https://www.tripadvisor.com/Hotel_Review-g293732-d20036182-Reviews-Ibis_Casablanca_Abdelmoumen_Hotel-Casablanca_Casablanca_Settat.html","Boulevard Abdelmoumen, Casablanca 20042 Morocco","4.5",94,"46","56"
270,"MELLIBER Appart Hotel","https://www.tripadvisor.com/Hotel_Review-g293732-d11550032-Reviews-MELLIBER_Appart_Hotel-Casablanca_Casablanca_Settat.html","138 Boulevard Moulay Youssef Corner Of Tiznit Street, Casablanca 20250 Morocco","4",561,"71","85"
271,"Relax Hotel Casa Voyageurs","https://www.tripadvisor.com/Hotel_Review-g293732-d14155646-Reviews-Relax_Hotel_Casa_Voyageurs-Casablanca_Casablanca_Settat.html","Blvd. Ibn Tachfine Marina Tachfine, Casablanca Morocco","4",78,"54","59"
272,"ONOMO Hotel Casablanca Airport","https://www.tripadvisor.com/Hotel_Review-g293732-d17480161-Reviews-ONOMO_Hotel_Casablanca_Airport-Casablanca_Casablanca_Settat.html","H6, Nouacer ZF 6, lotissement du Parc, Casablanca 27000 Morocco","4",212,"65","83"
273,"Hotel Campanile Casablanca Centre Ville","https://www.tripadvisor.com/Hotel_Review-g293732-d14111085-Reviews-Hotel_Campanile_Casablanca_Centre_Ville-Casablanca_Casablanca_Settat.html","Angle Boulevard Mohammed V et rue Laon, Casablanca 20300 Morocco","4",136,"44","56"
274,"Hotel Central","https://www.tripadvisor.com/Hotel_Review-g293732-d630074-Reviews-Hotel_Central-Casablanca_Casablanca_Settat.html","20 Place Ahmad el Bidaoui Ancienne Medina, Casablanca 20000 Morocco","3",519,"28","38"
275,"Suite Hotel Casa Diamond","https://www.tripadvisor.com/Hotel_Review-g293732-d14934587-Reviews-Suite_Hotel_Casa_Diamond-Casablanca_Casablanca_Settat.html","Angle Avenue Hassan II Rue othmane Ben Affane, Casablanca 20070 Morocco","4.5",108,"95","145"
276,"Ibis Casablanca City Center","https://www.tripadvisor.com/Hotel_Review-g293732-d1019409-Reviews-Ibis_Casablanca_City_Center-Casablanca_Casablanca_Settat.html","Rue Sidi Belyout, Casablanca 20190 Morocco","3.5",1331,"53","61"
277,"Manzil Hotel","https://www.tripadvisor.com/Hotel_Review-g293732-d2351563-Reviews-Manzil_Hotel-Casablanca_Casablanca_Settat.html","38 Rue des Francais Roches Noires, Casablanca 20303 Morocco","3.5",176,"37","41"
278,"Hotel Premiere Classe Casablanca Centre Ville","https://www.tripadvisor.com/Hotel_Review-g293732-d15130568-Reviews-Hotel_Premiere_Classe_Casablanca_Centre_Ville-Casablanca_Casablanca_Settat.html","Rue Qortobi, Casablanca 20250 Morocco","4",53,"35","44"
279,"Al Walid Hotel","https://www.tripadvisor.com/Hotel_Review-g293732-d5528557-Reviews-Al_Walid_Hotel-Casablanca_Casablanca_Settat.html","Place Sidi Mohamed, Casablanca 20310 Morocco","3.5",297,"50","64"
280,"Moroccan House Hotel Casablanca","https://www.tripadvisor.com/Hotel_Review-g293732-d2078255-Reviews-Moroccan_House_Hotel_Casablanca-Casablanca_Casablanca_Settat.html","04 Boulevard Mohamed Smiha Cote Avenue des FAR, Centre-Ville, Casablanca 20000 Morocco","3",693,"37","45"
281,"ibis Casa-Voyageurs","https://www.tripadvisor.com/Hotel_Review-g293732-d12842720-Reviews-Ibis_Casa_Voyageurs-Casablanca_Casablanca_Settat.html","Avenue Ba Hmad Place De La Gare Casavoyageurs, Casablanca 20500 Morocco","4",294,"58","69"
283,"Le Casablanca Hotel","https://www.tripadvisor.com/Hotel_Review-g293732-d11953047-Reviews-Le_Casablanca_Hotel-Casablanca_Casablanca_Settat.html","19 Boulevard Moulay Rachid, Casablanca 20660 Morocco","4.5",1133,"222","311"
284,"Kenzi Sidi Maarouf Hotel","https://www.tripadvisor.com/Hotel_Review-g293732-d8352592-Reviews-Kenzi_Sidi_Maarouf_Hotel-Casablanca_Casablanca_Settat.html","Lotissement El Fath 2, Casablanca 20190 Morocco","4",469,"86","104"
289,"Pestana Casablanca Seaside Suites & Residences","https://www.tripadvisor.com/Hotel_Review-g293732-d4226961-Reviews-Pestana_Casablanca_Seaside_Suites_Residences-Casablanca_Casablanca_Settat.html","Boulevard De La Corniche Anfa Place Living Resort, Casablanca 20200 Morocco","4",327,"164","217"
292,"Riad Menthe et Citron","https://www.tripadvisor.com/Hotel_Review-g293732-d1415060-Reviews-Riad_Menthe_et_Citron-Casablanca_Casablanca_Settat.html","8, Derb Benabou Rue Jamaa Zitouna, Casablanca 50000 Morocco","4.5",107,"40","48"
293,"Novotel Casablanca City Center Hotel","https://www.tripadvisor.com/Hotel_Review-g293732-d656311-Reviews-Novotel_Casablanca_City_Center_Hotel-Casablanca_Casablanca_Settat.html","Angle Zaid Ouhmad Rue Sidi Belyout, Casablanca 20190 Morocco","3.5",1950,"79","97"
294,"Auberges Des Jeunes Casablanca","https://www.tripadvisor.com/Hotel_Review-g293732-d1549412-Reviews-Auberges_Des_Jeunes_Casablanca-Casablanca_Casablanca_Settat.html","6 Place Ahmed El Bidaoui, Casablanca 20250 Morocco","2.5",74,"13","14"
295,"ODYSSEE Boutique Hotel Casablanca","https://www.tripadvisor.com/Hotel_Review-g293732-d14910594-Reviews-ODYSSEE_Boutique_Hotel_Casablanca-Casablanca_Casablanca_Settat.html","Angle Rue Kamal Mohamed-Avenue des F.A.R Sidi Belyout, Casablanca 20000 Morocco","4",209,"83","98"
296,"Idou Anfa Hotel","https://www.tripadvisor.com/Hotel_Review-g293732-d305587-Reviews-Idou_Anfa_Hotel-Casablanca_Casablanca_Settat.html","85 Boulevard d’Anfa, Casablanca 20000 Morocco","4",88,"99","119"
297,"Point du Jour","https://www.tripadvisor.com/Hotel_Review-g293732-d12611640-Reviews-Point_du_Jour-Casablanca_Casablanca_Settat.html","10 Rue du Lieutenautberger, Casablanca 20320 Morocco","4.5",56,"37","47"
298,"Casablanca Le Lido Thalasso & Spa","https://www.tripadvisor.com/Hotel_Review-g293732-d308320-Reviews-Casablanca_Le_Lido_Thalasso_Spa-Casablanca_Casablanca_Settat.html","Boulevard de la Corniche Ain Diab, Casablanca 20180 Morocco","3",611,"104","122"
299,"Best Western Plus Casablanca City Center","https://www.tripadvisor.com/Hotel_Review-g293732-d666607-Reviews-Best_Western_Plus_Casablanca_City_Center-Casablanca_Casablanca_Settat.html","6 rue Mohamed El Fidouzi, Casablanca 20000 Morocco","3",19,"73","99"
300,"Hotel Diwan Casablanca","https://www.tripadvisor.com/Hotel_Review-g293732-d1156924-Reviews-Hotel_Diwan_Casablanca-Casablanca_Casablanca_Settat.html","31 Bd Hassan Seghir, Casablanca 20000 Morocco","3",199,"50","76"
301,"Hotel Toubkal","https://www.tripadvisor.com/Hotel_Review-g293732-d299693-Reviews-Hotel_Toubkal-Casablanca_Casablanca_Settat.html","9 Rue Sidi Belyout, Casablanca Morocco","3.5",419,"48","69"
302,"Medina Guesthouse","https://www.tripadvisor.com/Hotel_Review-g293732-d15225797-Reviews-Medina_Guesthouse-Casablanca_Casablanca_Settat.html","Rue Sale, Casablanca 20250 Morocco","5",1,"25","31"
303,"Kenzi Tower Hotel","https://www.tripadvisor.com/Hotel_Review-g293732-d1071715-Reviews-Kenzi_Tower_Hotel-Casablanca_Casablanca_Settat.html","Blvd Zerktouni, Twin Center, Casablanca 20100 Morocco","4",58,"128","165"
304,"Grand Mogador City Center","https://www.tripadvisor.com/Hotel_Review-g293732-d9853237-Reviews-Grand_Mogador_City_Center-Casablanca_Casablanca_Settat.html","Pasteur Avenue, Casablanca 20000 Morocco","4",299,"112","153"
305,"Art Palace Suites & Spa","https://www.tripadvisor.com/Hotel_Review-g293732-d1961686-Reviews-Art_Palace_Suites_Spa-Casablanca_Casablanca_Settat.html","4 Rue du Soldat Benhamou Angle Bld D'Anfa, Casablanca 20370 Morocco","4",197,"145","166"
306,"Le Palace D'Anfa Hotel","https://www.tripadvisor.com/Hotel_Review-g293732-d543167-Reviews-Le_Palace_D_Anfa_Hotel-Casablanca_Casablanca_Settat.html","171 Blvd d'Anfa, Casablanca 20000 Morocco","3.5",315,"144","171"
307,"Oum Palace Hôtel & Spa Casablanca","https://www.tripadvisor.com/Hotel_Review-g293732-d18276656-Reviews-Oum_Palace_Hotel_Spa_Casablanca-Casablanca_Casablanca_Settat.html","12-14, Avenue des Far Rue Kamal Mohamed, Casablanca 20000 Morocco","3",408,"96","340"
308,"One Hotel Casablanca","https://www.tripadvisor.com/Hotel_Review-g293732-d26265409-Reviews-One_Hotel_Casablanca-Casablanca_Casablanca_Settat.html","24 Bd Du 11 Janvier, Casablanca 20000 Morocco","3",19,"69","85"
309,"Ibis Casa Sidi Maarouf","https://www.tripadvisor.com/Hotel_Review-g293732-d638968-Reviews-Ibis_Casa_Sidi_Maarouf-Casablanca_Casablanca_Settat.html","La Colline II Sidi Maarouf Route de Nouasser, Casablanca 20190 Morocco","3.5",507,"50","62"
310,"Hotel Du Louvre","https://www.tripadvisor.com/Hotel_Review-g293732-d1729462-Reviews-Hotel_Du_Louvre-Casablanca_Casablanca_Settat.html","36 Rue Nationale, Casablanca 20000 Morocco","2",39,"30","35"
311,"Suite Loc Apart Hotel","https://www.tripadvisor.com/Hotel_Review-g293732-d15715655-Reviews-Suite_Loc_Apart_Hotel-Casablanca_Casablanca_Settat.html","5 Rue Clos De Provence Boulevard d'Anfa, Casablanca 20000 Morocco","4.5",17,"85","124"
312,"Hotel Les Saisons","https://www.tripadvisor.com/Hotel_Review-g293732-d585349-Reviews-Hotel_Les_Saisons-Casablanca_Casablanca_Settat.html","19 Rue El Oraibi Jilali, Casablanca 20000 Morocco","3.5",370,"83","93"
313,"Hotel de Paris","https://www.tripadvisor.com/Hotel_Review-g293732-d303057-Reviews-Hotel_de_Paris-Casablanca_Casablanca_Settat.html","Rue Ech Cherif Amziane, Casablanca Morocco","3.5",54,"49","58"
314,"Gray Boutique Hotel Casablanca","https://www.tripadvisor.com/Hotel_Review-g293732-d2521418-Reviews-Gray_Boutique_Hotel_Casablanca-Casablanca_Casablanca_Settat.html","Angle Rue Ain El Aouda et Rue Abou Al Kacem El Kotbari, Casablanca 20050 Morocco","4.5",99,"98","143"
315,"Hotel Gauthier","https://www.tripadvisor.com/Hotel_Review-g293732-d10050735-Reviews-Hotel_Gauthier-Casablanca_Casablanca_Settat.html","2 Bis Rue Ilya Abou Madi (ex Rue Buffon) Quartier Gauthier, Casablanca 20000 Morocco","4",150,"68","93"
316,"Courtyard Casablanca Downtown","https://www.tripadvisor.com/Hotel_Review-g293732-d27729175-Reviews-Courtyard_Casablanca_Downtown-Casablanca_Casablanca_Settat.html","299 Boulevard Abdelmoumen, Casablanca 20000 Morocco","3.5",9,"98","117"
317,"Le Yacht Suites Hotel","https://www.tripadvisor.com/Hotel_Review-g293732-d19849516-Reviews-Le_Yacht_Suites_Hotel-Casablanca_Casablanca_Settat.html","57 Boulevard De La Corniche, Casablanca 20250 Morocco","4.5",7,"70","93"
318,"The Hotel Syracuse","https://www.tripadvisor.com/Hotel_Review-g293732-d27738087-Reviews-The_Hotel_Syracuse-Casablanca_Casablanca_Settat.html","Rue Tata Sidi Belyout, Casablanca 20250 Morocco","5",4,"42","54"
319,"Down Town Hotel By Business & Leisure Hotels","https://www.tripadvisor.com/Hotel_Review-g293732-d10832756-Reviews-Down_Town_Hotel_By_Business_Leisure_Hotels-Casablanca_Casablanca_Settat.html","14 Rue El Kadi Lass El Maarif, Casablanca 20000 Morocco","4.5",130,"64","127"
320,"Kyriad Residence Casablanca Centre Ville","https://www.tripadvisor.com/Hotel_Review-g293732-d15153598-Reviews-Kyriad_Residence_Casablanca_Centre_Ville-Casablanca_Casablanca_Settat.html","Angle Rue Laon Et Rue Qortobi, Casablanca 20250 Morocco","4.5",51,"50","61"
321,"Hôtel Casablanca","https://www.tripadvisor.com/Hotel_Review-g293732-d1228838-Reviews-Hotel_Casablanca-Casablanca_Casablanca_Settat.html","83/85 Bd De La Liberte Benjdia, Sidi Belyout, Casablanca 20000 Morocco","2.5",95,"39","43"
322,"Washington Hotel & SPA","https://www.tripadvisor.com/Hotel_Review-g293732-d1113919-Reviews-Washington_Hotel_SPA-Casablanca_Casablanca_Settat.html","26 Boulevard Rahal el Meskini, Casablanca 20000 Morocco","2",75,"34","43"
323,"New Hotel Piscine Wellness & Spa","https://www.tripadvisor.com/Hotel_Review-g293732-d21139309-Reviews-New_Hotel_Piscine_Wellness_Spa-Casablanca_Casablanca_Settat.html","10 Rue Du Calavon Abdelmoumen, Casablanca 20360 Morocco","3.5",28,"115","173"
324,"Hotel Amouday","https://www.tripadvisor.com/Hotel_Review-g293732-d1813029-Reviews-Hotel_Amouday-Casablanca_Casablanca_Settat.html","51 Rue Tahar Sebti, Casablanca Morocco","3.5",141,"47","67"
325,"Stayhere Casablanca - Gauthier 2 - Contemporary Residence","https://www.tripadvisor.com/Hotel_Review-g293732-d25197530-Reviews-Stayhere_Casablanca_Gauthier_2_Contemporary_Residence-Casablanca_Casablanca_Settat.html","20 Rue Sebou, Casablanca 20250 Morocco","4.5",7,"61","84"
326,"Radisson Hotel Casablanca Gauthier La Citadelle","https://www.tripadvisor.com/Hotel_Review-g293732-d27461498-Reviews-Radisson_Hotel_Casablanca_Gauthier_La_Citadelle-Casablanca_Casablanca_Settat.html","Angle Boulevard Brahim Roudani & Rue Abou Al Faïd Al Masri, Casablanca 20320 Morocco","4",18,"105","131"
327,"Hotel Yto","https://www.tripadvisor.com/Hotel_Review-g293732-d670199-Reviews-Hotel_Yto-Casablanca_Casablanca_Settat.html","Angle rue Taoufik al Hakim & rue d'Ooran Quartier Gauthier, Casablanca 20000 Morocco","4",37,"73","79"
328,"Aparthotel Adagio Premium Casablanca City Center","https://www.tripadvisor.com/Hotel_Review-g293732-d17452288-Reviews-Aparthotel_Adagio_Premium_Casablanca_City_Center-Casablanca_Casablanca_Settat.html","279 Boulevard Bir Anzarane, Casablanca 20250 Morocco","4",100,"74","91"
329,"Casablanca Suites & Spa","https://www.tripadvisor.com/Hotel_Review-g293732-d638477-Reviews-Casablanca_Suites_Spa-Casablanca_Casablanca_Settat.html","Quartier Florida, Sidi Maarouf, Casablanca 20270 Morocco","3.5",142,"63","68"
