"id","name","link","address","rating","reviews","price_min","price_max"
471,"L'Ambassadeur","https://www.tripadvisor.com/Hotel_Review-g293732-d1229564-Reviews-L_Ambassadeur-Casablanca_Casablanca_Settat.html","4 Rue Al Bouhtouri Quartier Gautier, Casablanca 20000 Morocco","2",7,NULL,NULL
472,"Hotel Des Arts Suites & Spa","https://www.tripadvisor.com/Hotel_Review-g293732-d596384-Reviews-Hotel_Des_Arts_Suites_Spa-Casablanca_Casablanca_Settat.html","Jack Beach Dar Bouazza, Casablanca 20000 Morocco","2.5",100,NULL,NULL
473,"Hotel du Palais","https://www.tripadvisor.com/Hotel_Review-g293732-d5540147-Reviews-Hotel_du_Palais-Casablanca_Casablanca_Settat.html","68 Rue Farhat Hachad, Casablanca 20000 Morocco","1.5",8,NULL,NULL
474,"Hotel Volubilis","https://www.tripadvisor.com/Hotel_Review-g293732-d1101206-Reviews-Hotel_Volubilis-Casablanca_Casablanca_Settat.html","22 Rue Abdelkrim Diouri, Casablanca 20000 Morocco","2",58,"33","46"
475,"Quiet Hotel","https://www.tripadvisor.com/Hotel_Review-g293732-d23701414-Reviews-Quiet_Hotel-Casablanca_Casablanca_Settat.html","Rue Ettah Guynemer, Casablanca 20000 Morocco","1.5",6,"62","68"
476,"Hotel Anfa Port","https://www.tripadvisor.com/Hotel_Review-g293732-d1215612-Reviews-Hotel_Anfa_Port-Casablanca_Casablanca_Settat.html","Bd. Les Almohades, Casablanca Morocco","2",80,NULL,NULL
477,"W-Aldorf","https://www.tripadvisor.com/Hotel_Review-g293732-d27170447-Reviews-W_Aldorf-Casablanca_Casablanca_Settat.html","Rue Al Madani, Casablanca 20000 Morocco","0",0,"98","115"
478,"Appartement Panoramique","https://www.tripadvisor.com/Hotel_Review-g293732-d25218535-Reviews-Appartement_Panoramique-Casablanca_Casablanca_Settat.html","Résidence Mario, 3, Casablanca 20330 Morocco","0",0,"64","90"
479,"Eurostars Casa Anfa","https://www.tripadvisor.com/Hotel_Review-g293732-d28582005-Reviews-Eurostars_Casa_Anfa-Casablanca_Casablanca_Settat.html","50 Boulevard Sidi Abderrahmane, Casablanca 20250 Morocco","0",0,"134","134"
480,"Maârif Cozy Apartment - Dynasty Estate","https://www.tripadvisor.com/Hotel_Review-g293732-d27699399-Reviews-Maarif_Cozy_Apartment_Dynasty_Estate-Casablanca_Casablanca_Settat.html","173 Rue Socrate Maarif, Casablanca 20370 Morocco","0",0,"54","86"
481,"Palm Grove Farm","https://www.tripadvisor.com/Hotel_Review-g293732-d23921105-Reviews-Palm_Grove_Farm-Casablanca_Casablanca_Settat.html","Douar Ouled Bouaziz, Casablanca 29640 Morocco","0",0,"64","66"
482,"Riad Souss","https://www.tripadvisor.com/Hotel_Review-g293732-d23616546-Reviews-Riad_Souss-Casablanca_Casablanca_Settat.html","Angle Bd de L'Ocean Atlantique, Boulevard de la Corniche, Casablanca 20000 Morocco","0",0,NULL,NULL
483,"Casa - Mers Sultan","https://www.tripadvisor.com/Hotel_Review-g293732-d15654830-Reviews-Casa_Mers_Sultan-Casablanca_Casablanca_Settat.html","28 Rue El Balabil, Casablanca 20130 Morocco","0",0,NULL,NULL
484,"Hotel Asma","https://www.tripadvisor.com/Hotel_Review-g293732-d5539365-Reviews-Hotel_Asma-Casablanca_Casablanca_Settat.html","3 Rue des Hirondelles, Route Point Macines, Casablanca 20000 Morocco","0",0,NULL,NULL
485,"Appart Hôtel Oleandro","https://www.tripadvisor.com/Hotel_Review-g293732-d26828997-Reviews-Appart_Hotel_Oleandro-Casablanca_Casablanca_Settat.html","46, Angle Rue Moqallad Akili Et Rue Ibnou Kalakis, Casablanca 20040 Morocco","0",0,NULL,NULL
486,"Hotel Trocadero","https://www.tripadvisor.com/Hotel_Review-g293732-d5539263-Reviews-Hotel_Trocadero-Casablanca_Casablanca_Settat.html","88 Boulevard Lahcen Ou Idder, Casablanca 20000 Morocco","0",0,NULL,NULL
487,"Hotel Gay Lussac","https://www.tripadvisor.com/Hotel_Review-g293732-d5539238-Reviews-Hotel_Gay_Lussac-Casablanca_Casablanca_Settat.html","115 Rue El Araar, Casablanca 20000 Morocco","0",0,NULL,NULL
488,"Maarif Elite Suite","https://www.tripadvisor.com/Hotel_Review-g293732-d27479141-Reviews-Maarif_Elite_Suite-Casablanca_Casablanca_Settat.html","42, Rue Elhadi Jilali El Aoufir Maarif, Casablanca 20370 Morocco","0",0,"73","78"
489,"Quiet Hotel","https://www.tripadvisor.com/Hotel_Review-g293732-d23764575-Reviews-Quiet_Hotel-Casablanca_Casablanca_Settat.html","Ettah Street, Casablanca 20000 Morocco","0",0,NULL,NULL
490,"Comfort 4 Pleasure","https://www.tripadvisor.com/Hotel_Review-g293732-d15512914-Reviews-Comfort_4_Pleasure-Casablanca_Casablanca_Settat.html","266 Bd La Resistance Rue Quortoba, Casablanca 20250 Morocco","0",0,NULL,NULL
491,"Casa Sunshine House","https://www.tripadvisor.com/Hotel_Review-g293732-d13559241-Reviews-Casa_Sunshine_House-Casablanca_Casablanca_Settat.html","Rue d Anvers Paris,France The 5 floor, Casablanca 20250 Morocco","0",0,NULL,NULL
492,"Hotel La Petite Ferme Entry Casablanca","https://www.tripadvisor.com/Hotel_Review-g293732-d19908572-Reviews-Hotel_La_Petite_Ferme_Entry_Casablanca-Casablanca_Casablanca_Settat.html","km 18 Route Natianale N1d'Eljadida, Casablanca 20000 Morocco","0",0,NULL,NULL
493,"Jiang Jie Hotel Familial","https://www.tripadvisor.com/Hotel_Review-g293732-d15641217-Reviews-Jiang_Jie_Hotel_Familial-Casablanca_Casablanca_Settat.html","La Brass Victor Del Mar, Casablanca 20000 Morocco","0",0,NULL,NULL
494,"Hotel Triomphe","https://www.tripadvisor.com/Hotel_Review-g293732-d5538986-Reviews-Hotel_Triomphe-Casablanca_Casablanca_Settat.html","11 Passage Sumica, Casablanca 20080 Morocco","0",0,NULL,NULL
495,"The Seven Apartments","https://www.tripadvisor.com/Hotel_Review-g293732-d27105676-Reviews-The_Seven_Apartments-Casablanca_Casablanca_Settat.html","Rue Abou Al Waqt Khalaf, Casablanca 20500 Morocco","0",0,NULL,NULL
496,"Suite Home 4 You","https://www.tripadvisor.com/Hotel_Review-g293732-d16803558-Reviews-Suite_Home_4_You-Casablanca_Casablanca_Settat.html","171 Bd La Resistance, Casablanca 20000 Morocco","0",0,NULL,NULL
497,"Zitouna Appartment","https://www.tripadvisor.com/Hotel_Review-g293732-d16860152-Reviews-Zitouna_Appartment-Casablanca_Casablanca_Settat.html","46 Boulebard Ouad Addouira, Casablanca 20220 Morocco","0",0,NULL,NULL
498,"Ajiad Hotel","https://www.tripadvisor.com/Hotel_Review-g293732-d24121747-Reviews-Ajiad_Hotel-Casablanca_Casablanca_Settat.html","Angle Rue Kamal Mohamed, Casablanca 20100 Morocco","0",0,"92","102"
