"id","name","link","menu_link","rating","reviews","price"
407,"Domino's Pizza","https://www.tripadvisor.com/Restaurant_Review-g293736-d12925934-Reviews-Domino_s_Pizza-Rabat_Rabat_Sale_Kenitra.html",NULL,"3",3,NULL
408,"Restaurant Couvert d'Or","https://www.tripadvisor.com/Restaurant_Review-g293736-d25394782-Reviews-Restaurant_Couvert_d_Or-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
409,"La Brise","https://www.tripadvisor.com/Restaurant_Review-g293736-d25251967-Reviews-La_Brise-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
410,"Sushi Tokyo","https://www.tripadvisor.com/Restaurant_Review-g293736-d15607522-Reviews-Sushi_Tokyo-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,"$"
411,"Fist Pizza","https://www.tripadvisor.com/Restaurant_Review-g293736-d17781390-Reviews-Fist_Pizza-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
412,"Ebenia","https://www.tripadvisor.com/Restaurant_Review-g293736-d8116306-Reviews-Ebenia-Rabat_Rabat_Sale_Kenitra.html",NULL,"3",1,NULL
413,"Heure Benefique","https://www.tripadvisor.com/Restaurant_Review-g293736-d10794579-Reviews-Heure_Benefique-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,"$"
414,"Eat what We Eat","https://www.tripadvisor.com/Restaurant_Review-g293736-d13946082-Reviews-Eat_what_We_Eat-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,"$$ - $$$"
415,"Café Tout Va Bien","https://www.tripadvisor.com/Restaurant_Review-g293736-d14406943-Reviews-Cafe_Tout_Va_Bien-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,"$"
416,"Goodies","https://www.tripadvisor.com/Restaurant_Review-g293736-d15760102-Reviews-Goodies-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,"$"
417,"Dar Keltoum","https://www.tripadvisor.com/Restaurant_Review-g293736-d27140070-Reviews-Dar_Keltoum-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
418,"O' Douceurs","https://www.tripadvisor.com/Restaurant_Review-g293736-d19393373-Reviews-O_Douceurs-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
419,"Papa Poule Rabat","https://www.tripadvisor.com/Restaurant_Review-g293736-d19086993-Reviews-Papa_Poule_Rabat-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,"$"
420,"O'select","https://www.tripadvisor.com/Restaurant_Review-g293736-d15104970-Reviews-O_select-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
421,"Pomme de Pain","https://www.tripadvisor.com/Restaurant_Review-g293736-d13995588-Reviews-Pomme_de_Pain-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,"$"
422,"Restaurant Castel","https://www.tripadvisor.com/Restaurant_Review-g293736-d26224354-Reviews-Restaurant_Castel-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
423,"Lekebab.ma","https://www.tripadvisor.com/Restaurant_Review-g293736-d26497191-Reviews-Lekebab_ma-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
424,"Voila","https://www.tripadvisor.com/Restaurant_Review-g293736-d21508397-Reviews-Voila-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,"$"
425,"Atlas Chicken Hay Riad","https://www.tripadvisor.com/Restaurant_Review-g293736-d21352806-Reviews-Atlas_Chicken_Hay_Riad-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,"$"
426,"Mood'z","https://www.tripadvisor.com/Restaurant_Review-g293736-d17839300-Reviews-Mood_z-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,"$"
427,"Snack de Paris","https://www.tripadvisor.com/Restaurant_Review-g293736-d26829177-Reviews-Snack_de_Paris-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
428,"Restaurant Lazane","https://www.tripadvisor.com/Restaurant_Review-g293736-d24878299-Reviews-Restaurant_Lazane-Rabat_Rabat_Sale_Kenitra.html","https://web.facebook.com/restaurantlazane/menu","0",0,NULL
429,"Lemedinarabat","https://www.tripadvisor.com/Restaurant_Review-g293736-d22953763-Reviews-Lemedinarabat-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
430,"Bnin O'zwin","https://www.tripadvisor.com/Restaurant_Review-g293736-d25086621-Reviews-Bnin_O_zwin-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
431,"S-Tacos","https://www.tripadvisor.com/Restaurant_Review-g293736-d26579823-Reviews-S_Tacos-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
432,"Blue Berry","https://www.tripadvisor.com/Restaurant_Review-g293736-d28030598-Reviews-Blue_Berry-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
433,"Restaurant Chez Nabila","https://www.tripadvisor.com/Restaurant_Review-g293736-d23415895-Reviews-Restaurant_Chez_Nabila-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
434,"Havana Restaurant Lounge Bar","https://www.tripadvisor.com/Restaurant_Review-g293736-d28108644-Reviews-Havana_Restaurant_Lounge_Bar-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
435,"Restaurant Poisson du sud","https://www.tripadvisor.com/Restaurant_Review-g293736-d14201541-Reviews-Restaurant_Poisson_du_sud-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
436,"Pine House Maroc","https://www.tripadvisor.com/Restaurant_Review-g293736-d23817924-Reviews-Pine_House_Maroc-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
437,"Patchwork","https://www.tripadvisor.com/Restaurant_Review-g293736-d18153863-Reviews-Patchwork-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
438,"Restaurant Chez Nabila","https://www.tripadvisor.com/Restaurant_Review-g293736-d23416589-Reviews-Restaurant_Chez_Nabila-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
439,"Flamme","https://www.tripadvisor.com/Restaurant_Review-g293736-d28667622-Reviews-Flamme-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
440,"Good Way Cafe Restaurant Snack","https://www.tripadvisor.com/Restaurant_Review-g293736-d27784128-Reviews-Good_Way_Cafe_Restaurant_Snack-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
441,"Blueberry","https://www.tripadvisor.com/Restaurant_Review-g293736-d28031840-Reviews-Blueberry-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
442,"MakeYourPizza","https://www.tripadvisor.com/Restaurant_Review-g293736-d14154526-Reviews-MakeYourPizza-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,"$$ - $$$"
443,"Val Iris","https://www.tripadvisor.com/Restaurant_Review-g293736-d20912634-Reviews-Val_Iris-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
444,"Starbucks","https://www.tripadvisor.com/Restaurant_Review-g293736-d21000358-Reviews-Starbucks-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
445,"Starbucks","https://www.tripadvisor.com/Restaurant_Review-g293736-d20806990-Reviews-Starbucks-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
446,"We Do Burgers","https://www.tripadvisor.com/Restaurant_Review-g293736-d26860470-Reviews-We_Do_Burgers-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
447,"Fish’n Mokha","https://www.tripadvisor.com/Restaurant_Review-g293736-d23853352-Reviews-Fish_n_Mokha-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
448,"Mogi","https://www.tripadvisor.com/Restaurant_Review-g293736-d20150096-Reviews-Mogi-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
449,"Ritorante Finzi Ryad","https://www.tripadvisor.com/Restaurant_Review-g293736-d10172303-Reviews-Ritorante_Finzi_Ryad-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
450,"La Casita de Rabat","https://www.tripadvisor.com/Restaurant_Review-g293736-d17420303-Reviews-La_Casita_de_Rabat-Rabat_Rabat_Sale_Kenitra.html",NULL,"0",0,NULL
